letter	frequency
GDPOSTCELLS	4.96805109581318
ABPOSTCELLS	3.3469545761819
CD25POSACTIVATEDCD4POSTCELLS	5.60707402849806
CD69POSACTIVATEDCD4POSTCELLS	1.25278853577716
CD25POSACTIVATEDCD8POSTCELLS	4.35911506885897
CD69POSACTIVATEDCD8POSTCELLS	2.44751624774665
CD25HIGHCD127LOWCD4POSREGULATORYTCELLS	3.97459819023737
